batter,season,overall_key_count,home_key_count,away_key_count,batter_surname
Mithun Manhas ,2011,1.0,0.0,1.0,Manhas
Moeen Ali ,2022,1.0,0.0,1.0,Ali
Moeen Ali ,2023,1.0,0.0,1.0,Ali
Mohammad Kaif ,2008,1.0,0.0,1.0,Kaif
Mohammad Kaif ,2011,1.0,0.0,1.0,Kaif
Moises Henriques ,2013,1.0,0.0,1.0,Henriques
Murali Vijay ,2012,1.0,0.0,1.0,Vijay
Naman Ojha ,2009,1.0,0.0,1.0,Ojha
Naman Ojha ,2011,1.0,0.0,1.0,Ojha
Nitin Saini ,2012,1.0,0.0,1.0,Saini
Nitish Rana ,2017,1.0,0.0,1.0,Rana
Pardeep Sahu ,2016,1.0,0.0,1.0,Sahu
Parthiv Patel ,2009,1.0,0.0,1.0,Patel
Parthiv Patel ,2013,1.0,0.0,1.0,Patel
Parthiv Patel ,2015,1.0,0.0,1.0,Patel
Piyush Chawla ,2010,1.0,0.0,1.0,Chawla
Piyush Chawla ,2013,1.0,0.0,1.0,Chawla
Prabhsimran Singh ,2020,1.0,0.0,1.0,Singh
Prayas Ray Barman ,2019,1.0,0.0,1.0,RayBarman
Prithvi Shaw ,2019,1.0,0.0,1.0,Shaw
Priyam Garg ,2022,1.0,0.0,1.0,Garg
Quinton de Kock ,2014,1.0,0.0,1.0,deKock
Rahul Dravid ,2010,1.0,0.0,1.0,Dravid
Rahul Tewatia ,2021,1.0,0.0,1.0,Tewatia
Rahul Tripathi ,2018,1.0,0.0,1.0,Tripathi
Rahul Tripathi ,2019,1.0,0.0,1.0,Tripathi
Rahul Tripathi ,2022,1.0,0.0,1.0,Tripathi
Rajat Patidar ,2021,1.0,0.0,1.0,Patidar
Ramnaresh Sarwan ,2008,1.0,0.0,1.0,Sarwan
Rashid Khan ,2018,1.0,0.0,1.0,Khan
Rashid Khan ,2021,1.0,0.0,1.0,Khan
Ravi Bopara ,2009,1.0,0.0,1.0,Bopara
Ravi Rampaul ,2013,1.0,0.0,1.0,Rampaul
Ravindra Jadeja ,2014,1.0,0.0,1.0,Jadeja
Ravindra Jadeja ,2016,1.0,0.0,1.0,Jadeja
Ravindra Jadeja ,2018,1.0,0.0,1.0,Jadeja
Ravindra Jadeja ,2019,1.0,0.0,1.0,Jadeja
Ricky Ponting ,2008,1.0,0.0,1.0,Ponting
Ricky Ponting ,2013,1.0,0.0,1.0,Ponting
Rinku Singh ,2019,1.0,0.0,1.0,Singh
Rishi Dhawan ,2014,1.0,0.0,1.0,Dhawan
Riyan Parag ,2020,1.0,0.0,1.0,Parag
Rob Quiney ,2009,1.0,0.0,1.0,Quiney
Robin Uthappa ,2019,1.0,0.0,1.0,Uthappa
Rohit Sharma ,2018,1.0,0.0,1.0,Sharma
Ross Taylor ,2010,1.0,0.0,1.0,Taylor
Ross Taylor ,2012,1.0,0.0,1.0,Taylor
Ryan ten Doeschate ,2015,1.0,0.0,1.0,tenDoeschate
Sam Billings ,2017,1.0,0.0,1.0,Billings
Sanath Jayasuriya ,2009,1.0,0.0,1.0,Jayasuriya
Sanju Samson ,2013,1.0,0.0,1.0,Samson
Sarfaraz Khan ,2015,1.0,0.0,1.0,Khan
Sarfaraz Khan ,2022,1.0,0.0,1.0,Khan
Saurabh Tiwary ,2015,1.0,0.0,1.0,Tiwary
Saurabh Tiwary ,2016,1.0,0.0,1.0,Tiwary
Saurabh Tiwary ,2017,1.0,0.0,1.0,Tiwary
Scott Styris ,2008,1.0,0.0,1.0,Styris
Shakib Al Hasan ,2011,1.0,0.0,1.0,AlHasan
Shane Watson ,2010,1.0,0.0,1.0,Watson
Shane Watson ,2019,1.0,0.0,1.0,Watson
Shardul Thakur ,2022,1.0,0.0,1.0,Thakur
Shaun Marsh ,2008,1.0,0.0,1.0,Marsh
Shivam Dube ,2021,1.0,0.0,1.0,Dube
Shivam Dube ,2022,1.0,0.0,1.0,Dube
Shivam Dube ,2023,1.0,0.0,1.0,Dube
Shreevats Goswami ,2011,1.0,0.0,1.0,Goswami
Shreyas Gopal ,2018,1.0,0.0,1.0,Gopal
Sourav Ganguly ,2009,1.0,0.0,1.0,Ganguly
Sreenath Aravind ,2017,1.0,0.0,1.0,Aravind
Steven Smith ,2014,1.0,0.0,1.0,Smith
Stuart Binny ,2011,1.0,0.0,1.0,Binny
Stuart Binny ,2014,1.0,0.0,1.0,Binny
Stuart Binny ,2019,1.0,0.0,1.0,Binny
Sumit Narwal ,2013,1.0,0.0,1.0,Narwal
Sunil Narine ,2019,1.0,0.0,1.0,Narine
Sunil Narine ,2021,1.0,0.0,1.0,Narine
Sunil Narine ,2022,1.0,0.0,1.0,Narine
Suresh Raina ,2016,1.0,0.0,1.0,Raina
Suryakumar Yadav ,2016,1.0,0.0,1.0,Yadav
Tilak Varma ,2023,1.0,0.0,1.0,Varma
Tillakaratne Dilshan ,2008,1.0,0.0,1.0,Dilshan
Tillakaratne Dilshan ,2011,1.0,0.0,1.0,Dilshan
Tim Southee ,2018,1.0,0.0,1.0,Southee
Tirumalasetti Suman ,2009,1.0,0.0,1.0,Suman
Tirumalasetti Suman ,2010,1.0,0.0,1.0,Suman
Tom Curran ,2021,1.0,0.0,1.0,Curran
Umesh Yadav ,2022,1.0,0.0,1.0,Yadav
Unmukt Chand ,2015,1.0,0.0,1.0,Chand
Vidyut Sivaramakrishnan ,2008,1.0,0.0,1.0,Sivaramakrishnan
Virat Kohli ,2020,1.0,0.0,1.0,Kohli
Virender Sehwag ,2009,1.0,0.0,1.0,Sehwag
Virender Sehwag ,2014,1.0,0.0,1.0,Sehwag
Virender Sehwag ,2015,1.0,0.0,1.0,Sehwag
Wilkin Mota ,2008,1.0,0.0,1.0,Mota
Wriddhiman Saha ,2011,1.0,0.0,1.0,Saha
Yashasvi Jaiswal ,2022,1.0,0.0,1.0,Jaiswal
Yusuf Pathan ,2009,1.0,0.0,1.0,Pathan
Yusuf Pathan ,2010,1.0,0.0,1.0,Pathan
Yusuf Pathan ,2017,1.0,0.0,1.0,Pathan
Yuvraj Singh ,2011,1.0,0.0,1.0,Singh
Yuvraj Singh ,2013,1.0,0.0,1.0,Singh
AB de Villiers,2012,1.0,1.0,0.0,deVilliers
Aaron Finch,2013,1.0,1.0,0.0,Finch
Aaron Finch,2018,1.0,1.0,0.0,Finch
Abdul Samad,2023,1.0,1.0,0.0,Samad
Abhishek Raut,2010,1.0,1.0,0.0,Raut
Adam Gilchrist,2010,1.0,1.0,0.0,Gilchrist
Aditya Dole,2010,1.0,1.0,0.0,Dole
Aditya Tare,2013,1.0,1.0,0.0,Tare
Aiden Blizzard,2011,1.0,1.0,0.0,Blizzard
Aiden Markram,2023,1.0,1.0,0.0,Markram
Ajinkya Rahane,2011,1.0,1.0,0.0,Rahane
Ajinkya Rahane,2017,1.0,1.0,0.0,Rahane
Ajinkya Rahane,2019,1.0,1.0,0.0,Rahane
Ajinkya Rahane,2020,1.0,1.0,0.0,Rahane
Akshath Reddy,2012,1.0,1.0,0.0,Reddy
Alex Hales,2018,1.0,1.0,0.0,Hales
Angelo Mathews,2013,1.0,1.0,0.0,Mathews
Anuj Rawat,2022,1.0,1.0,0.0,Rawat
Axar Patel,2023,1.0,1.0,0.0,Patel
Azhar Mahmood,2013,1.0,1.0,0.0,Mahmood
Bhanuka Rajapaksa,2022,1.0,1.0,0.0,Rajapaksa
Cameron White,2008,1.0,1.0,0.0,White
Carlos Brathwaite,2018,1.0,1.0,0.0,Brathwaite
Chris Gayle,2016,1.0,1.0,0.0,Gayle
Chris Gayle,2020,1.0,1.0,0.0,Gayle
Corey Anderson,2014,1.0,1.0,0.0,Anderson
D'Arcy Short,2018,1.0,1.0,0.0,Short
Daniel Harris,2012,1.0,1.0,0.0,Harris
David Miller,2021,1.0,1.0,0.0,Miller
David Miller,2023,1.0,1.0,0.0,Miller
David Warner,2021,1.0,1.0,0.0,Warner
David Wiese,2015,1.0,1.0,0.0,Wiese
Debabrata Das,2012,1.0,1.0,0.0,Das
Deepak Hooda,2019,1.0,1.0,0.0,Hooda
Dhawal Kulkarni,2014,1.0,1.0,0.0,Kulkarni
Dinesh Karthik,2008,1.0,1.0,0.0,Karthik
Dinesh Karthik,2010,1.0,1.0,0.0,Karthik
Dinesh Karthik,2017,1.0,1.0,0.0,Karthik
Dinesh Karthik,2018,1.0,1.0,0.0,Karthik
Dinesh Karthik,2019,1.0,1.0,0.0,Karthik
Eoin Morgan,2016,1.0,1.0,0.0,Morgan
Farveez Maharoof,2010,1.0,1.0,0.0,Maharoof
Gautam Gambhir,2009,1.0,1.0,0.0,Gambhir
George Bailey,2014,1.0,1.0,0.0,Bailey
Harbhajan Singh,2012,1.0,1.0,0.0,Singh
Harbhajan Singh,2015,1.0,1.0,0.0,Singh
Hardik Pandya,2015,1.0,1.0,0.0,Pandya
Hashim Amla,2016,1.0,1.0,0.0,Amla
James Faulkner,2016,1.0,1.0,0.0,Faulkner
James Franklin,2012,1.0,1.0,0.0,Franklin
James Hopes,2008,1.0,1.0,0.0,Hopes
Jean-Paul Duminy,2016,1.0,1.0,0.0,Duminy
Jitesh Sharma,2022,1.0,1.0,0.0,Sharma
Jonny Bairstow,2022,1.0,1.0,0.0,Bairstow
Josh Philippe,2020,1.0,1.0,0.0,Philippe
KL Rahul,2015,1.0,1.0,0.0,Rahul
Kane Williamson,2017,1.0,1.0,0.0,Williamson
Kane Williamson,2022,1.0,1.0,0.0,Williamson
Kevin Pietersen,2009,1.0,1.0,0.0,Pietersen
Kieron Pollard,2010,1.0,1.0,0.0,Pollard
Kieron Pollard,2012,1.0,1.0,0.0,Pollard
Kieron Pollard,2016,1.0,1.0,0.0,Pollard
Kieron Pollard,2018,1.0,1.0,0.0,Pollard
Kieron Pollard,2021,1.0,1.0,0.0,Pollard
Krishnappa Gowtham,2023,1.0,1.0,0.0,Gowtham
Krunal Pandya,2016,1.0,1.0,0.0,Pandya
Krunal Pandya,2022,1.0,1.0,0.0,Pandya
Kumar Sangakkara,2011,1.0,1.0,0.0,Sangakkara
Lalit Yadav,2022,1.0,1.0,0.0,Yadav
Laxmi Shukla,2009,1.0,1.0,0.0,Shukla
Laxmi Shukla,2012,1.0,1.0,0.0,Shukla
Luke Pomersbach,2013,1.0,1.0,0.0,Pomersbach
MS Dhoni,2009,1.0,1.0,0.0,Dhoni
MS Dhoni,2012,1.0,1.0,0.0,Dhoni
MS Dhoni,2014,1.0,1.0,0.0,Dhoni
MS Dhoni,2015,1.0,1.0,0.0,Dhoni
MS Dhoni,2016,1.0,1.0,0.0,Dhoni
MS Dhoni,2017,1.0,1.0,0.0,Dhoni
Mahipal Lomror,2022,1.0,1.0,0.0,Lomror
Manan Vohra,2018,1.0,1.0,0.0,Vohra
Mandeep Singh,2017,1.0,1.0,0.0,Singh
Manish Pandey,2010,1.0,1.0,0.0,Pandey
Manish Pandey,2015,1.0,1.0,0.0,Pandey
Manish Pandey,2016,1.0,1.0,0.0,Pandey
Manoj Tiwary,2015,1.0,1.0,0.0,Tiwary
Manpreet Gony,2013,1.0,1.0,0.0,Gony
Manvinder  Bisla,2010,1.0,1.0,0.0,Bisla
Mark Boucher,2009,1.0,1.0,0.0,Boucher
Martin Guptill,2017,1.0,1.0,0.0,Guptill
Mayank Agarwal,2017,1.0,1.0,0.0,Agarwal
Michael Hussey,2014,1.0,1.0,0.0,Hussey
Michael Hussey,2015,1.0,1.0,0.0,Hussey
Michael Lumb,2010,1.0,1.0,0.0,Lumb
Mitchell Marsh,2023,1.0,1.0,0.0,Marsh
Mithun Manhas,2011,1.0,1.0,0.0,Manhas
Mithun Manhas,2012,1.0,1.0,0.0,Manhas
Mohnish  Mishra,2011,1.0,1.0,0.0,Mishra
Murali Vijay,2019,1.0,1.0,0.0,Vijay
Naman Ojha,2011,1.0,1.0,0.0,Ojha
Nitish Rana,2018,1.0,1.0,0.0,Rana
Parthiv Patel,2010,1.0,1.0,0.0,Patel
Parthiv Patel,2012,1.0,1.0,0.0,Patel
Parthiv Patel,2014,1.0,1.0,0.0,Patel
Pat Cummins,2021,1.0,1.0,0.0,Cummins
Pat Cummins,2022,1.0,1.0,0.0,Cummins
Pawan Negi,2017,1.0,1.0,0.0,Negi
Phil Salt,2023,1.0,1.0,0.0,Salt
Praveen Kumar,2008,1.0,1.0,0.0,Kumar
Quinton de Kock,2014,1.0,1.0,0.0,deKock
Rahmanullah Gurbaz,2023,1.0,1.0,0.0,Gurbaz
Rahul Tripathi,2018,1.0,1.0,0.0,Tripathi
Rahul Tripathi,2020,1.0,1.0,0.0,Tripathi
Ravi Bopara,2015,1.0,1.0,0.0,Bopara
Ravichandran Ashwin,2022,1.0,1.0,0.0,Ashwin
Ravindra Jadeja,2013,1.0,1.0,0.0,Jadeja
Ravindra Jadeja,2021,1.0,1.0,0.0,Jadeja
Robin Uthappa,2009,1.0,1.0,0.0,Uthappa
Robin Uthappa,2010,1.0,1.0,0.0,Uthappa
Robin Uthappa,2019,1.0,1.0,0.0,Uthappa
Rohit Sharma,2009,1.0,1.0,0.0,Sharma
Ross Taylor,2012,1.0,1.0,0.0,Taylor
Sachin Tendulkar,2008,1.0,1.0,0.0,Tendulkar
Sachin Tendulkar,2013,1.0,1.0,0.0,Tendulkar
Sai Sudharsan,2022,1.0,1.0,0.0,Sudharsan
Sam Billings,2017,1.0,1.0,0.0,Billings
Sam Billings,2018,1.0,1.0,0.0,Billings
Sam Curran,2019,1.0,1.0,0.0,Curran
Sam Curran,2020,1.0,1.0,0.0,Curran
Sanju Samson,2016,1.0,1.0,0.0,Samson
Saurabh Tiwary,2016,1.0,1.0,0.0,Tiwary
Saurabh Tiwary,2020,1.0,1.0,0.0,Tiwary
Shakib Al Hasan,2016,1.0,1.0,0.0,AlHasan
Shardul Thakur,2023,1.0,1.0,0.0,Thakur
Shaun Marsh,2014,1.0,1.0,0.0,Marsh
Shaun Marsh,2017,1.0,1.0,0.0,Marsh
Sherfane Rutherford,2022,1.0,1.0,0.0,Rutherford
Shikhar Dhawan,2010,1.0,1.0,0.0,Dhawan
Shikhar Dhawan,2011,1.0,1.0,0.0,Dhawan
Shimron Hetmyer,2019,1.0,1.0,0.0,Hetmyer
Shimron Hetmyer,2022,1.0,1.0,0.0,Hetmyer
Shimron Hetmyer,2023,1.0,1.0,0.0,Hetmyer
Shreevats Goswami,2008,1.0,1.0,0.0,Goswami
Shreevats Goswami,2009,1.0,1.0,0.0,Goswami
Shubman Gill,2018,1.0,1.0,0.0,Gill
Siddharth Chitnis,2012,1.0,1.0,0.0,Chitnis
Simon Katich,2008,1.0,1.0,0.0,Katich
Srikar Bharat,2021,1.0,1.0,0.0,Bharat
Srikkanth Anirudha,2011,1.0,1.0,0.0,Anirudha
Steven Smith,2014,1.0,1.0,0.0,Smith
Steven Smith,2020,1.0,1.0,0.0,Smith
Sunny Sohal,2009,1.0,1.0,0.0,Sohal
Suryakumar Yadav,2014,1.0,1.0,0.0,Yadav
Suyash Prabhudessai,2022,1.0,1.0,0.0,Prabhudessai
Tillakaratne Dilshan,2008,1.0,1.0,0.0,Dilshan
Tom Curran,2020,1.0,1.0,0.0,Curran
Travis Head,2017,1.0,1.0,0.0,Head
Vidyut Sivaramakrishnan,2008,1.0,1.0,0.0,Sivaramakrishnan
Vinay Kumar,2012,1.0,1.0,0.0,Kumar
Virat Kohli,2010,1.0,1.0,0.0,Kohli
Virender Sehwag,2013,1.0,1.0,0.0,Sehwag
Virender Sehwag,2015,1.0,1.0,0.0,Sehwag
Wasim Jaffer,2008,1.0,1.0,0.0,Jaffer
Wriddhiman Saha,2010,1.0,1.0,0.0,Saha
Wriddhiman Saha,2011,1.0,1.0,0.0,Saha
Wriddhiman Saha,2021,1.0,1.0,0.0,Saha
Yusuf Pathan,2014,1.0,1.0,0.0,Pathan
Yuvraj Singh,2019,1.0,1.0,0.0,Singh
AB de Villiers ,2021,1.0,1.0,0.0,deVilliers
Abdul Samad ,2023,1.0,1.0,0.0,Samad
Abhinav Manohar ,2023,1.0,1.0,0.0,Manohar
Abhishek Sharma ,2018,1.0,1.0,0.0,Sharma
Abhishek Sharma ,2021,1.0,1.0,0.0,Sharma
Abhishek Sharma ,2022,1.0,1.0,0.0,Sharma
Abu Nechim ,2011,1.0,1.0,0.0,Nechim
Aditya Tare ,2013,1.0,1.0,0.0,Tare
Adrian Barath ,2010,1.0,1.0,0.0,Barath
Ajinkya Rahane ,2014,1.0,1.0,0.0,Rahane
Ajinkya Rahane ,2016,1.0,1.0,0.0,Rahane
Akshath Reddy ,2012,1.0,1.0,0.0,Reddy
Albie Morkel ,2008,1.0,1.0,0.0,Morkel
Ambati Rayudu ,2011,1.0,1.0,0.0,Rayudu
Amit Mishra ,2011,1.0,1.0,0.0,Mishra
Amit Mishra ,2023,1.0,1.0,0.0,Mishra
Andre Russell ,2021,1.0,1.0,0.0,Russell
Andrew McDonald ,2012,1.0,1.0,0.0,McDonald
Angelo Mathews ,2010,1.0,1.0,0.0,Mathews
Ashley Noffke ,2008,1.0,1.0,0.0,Noffke
Avesh Khan ,2022,1.0,1.0,0.0,Khan
Axar Patel ,2020,1.0,1.0,0.0,Patel
Ben Rohrer ,2013,1.0,1.0,0.0,Rohrer
Ben Stokes ,2018,1.0,1.0,0.0,Stokes
Ben Stokes ,2020,1.0,1.0,0.0,Stokes
Bhuvneshwar Kumar ,2016,1.0,1.0,0.0,Kumar
Brad Hodge ,2010,1.0,1.0,0.0,Hodge
Cheteshwar Pujara ,2010,1.0,1.0,0.0,Pujara
Cheteshwar Pujara ,2014,1.0,1.0,0.0,Pujara
Chris Gayle ,2013,1.0,1.0,0.0,Gayle
Chris Gayle ,2016,1.0,1.0,0.0,Gayle
Chris Gayle ,2021,1.0,1.0,0.0,Gayle
Chris Morris ,2015,1.0,1.0,0.0,Morris
Chris Morris ,2020,1.0,1.0,0.0,Morris
Chris Morris ,2021,1.0,1.0,0.0,Morris
Chris Woakes ,2017,1.0,1.0,0.0,Woakes
Dale Steyn ,2015,1.0,1.0,0.0,Steyn
Daniel Vettori ,2009,1.0,1.0,0.0,Vettori
Daniel Vettori ,2012,1.0,1.0,0.0,Vettori
David Miller ,2019,1.0,1.0,0.0,Miller
David Warner ,2023,1.0,1.0,0.0,Warner
David Wiese ,2015,1.0,1.0,0.0,Wiese
Debabrata Das ,2012,1.0,1.0,0.0,Das
Deepak Chahar ,2018,1.0,1.0,0.0,Chahar
Deepak Hooda ,2018,1.0,1.0,0.0,Hooda
Dhruv Jurel ,2023,1.0,1.0,0.0,Jurel
Dinesh Karthik ,2009,1.0,1.0,0.0,Karthik
Dinesh Karthik ,2020,1.0,1.0,0.0,Karthik
Dwaraka Ravi Teja ,2008,1.0,1.0,0.0,RaviTeja
Dwaraka Ravi Teja ,2011,1.0,1.0,0.0,RaviTeja
Dwayne Bravo ,2022,1.0,1.0,0.0,Bravo
Dwayne Smith ,2017,1.0,1.0,0.0,Smith
Evin Lewis ,2022,1.0,1.0,0.0,Lewis
Glenn Maxwell ,2013,1.0,1.0,0.0,Maxwell
Glenn Maxwell ,2015,1.0,1.0,0.0,Maxwell
Glenn Maxwell ,2020,1.0,1.0,0.0,Maxwell
Gurkeerat Singh Mann ,2019,1.0,1.0,0.0,SinghMann
Hanuma Vihari ,2013,1.0,1.0,0.0,Vihari
Harbhajan Singh ,2013,1.0,1.0,0.0,Singh
Hardik Pandya ,2019,1.0,1.0,0.0,Pandya
Hashim Amla ,2017,1.0,1.0,0.0,Amla
Herschelle Gibbs ,2009,1.0,1.0,0.0,Gibbs
Ishan Kishan ,2016,1.0,1.0,0.0,Kishan
Ishan Kishan ,2017,1.0,1.0,0.0,Kishan
Ishan Kishan ,2019,1.0,1.0,0.0,Kishan
Ishan Kishan ,2022,1.0,1.0,0.0,Kishan
Jacob Oram ,2009,1.0,1.0,0.0,Oram
Jagadeesha Suchith ,2015,1.0,1.0,0.0,Suchith
James Hopes ,2008,1.0,1.0,0.0,Hopes
Jason Roy ,2021,1.0,1.0,0.0,Roy
Jasprit Bumrah ,2017,1.0,1.0,0.0,Bumrah
Joe Root ,2023,1.0,1.0,0.0,Root
Jonny Bairstow ,2022,1.0,1.0,0.0,Bairstow
Jos Buttler ,2017,1.0,1.0,0.0,Buttler
Jos Buttler ,2020,1.0,1.0,0.0,Buttler
Kane Richardson ,2013,1.0,1.0,0.0,Richardson
Karn Sharma ,2013,1.0,1.0,0.0,Sharma
Karun Nair ,2015,1.0,1.0,0.0,Nair
Kedar Jadhav ,2020,1.0,1.0,0.0,Jadhav
Kieron Pollard ,2010,1.0,1.0,0.0,Pollard
Kieron Pollard ,2014,1.0,1.0,0.0,Pollard
Kieron Pollard ,2021,1.0,1.0,0.0,Pollard
Kieron Pollard ,2022,1.0,1.0,0.0,Pollard
Krunal Pandya ,2021,1.0,1.0,0.0,Pandya
Krunal Pandya ,2023,1.0,1.0,0.0,Pandya
Lockie Ferguson ,2020,1.0,1.0,0.0,Ferguson
Luke Pomersbach ,2011,1.0,1.0,0.0,Pomersbach
MS Dhoni ,2023,1.0,1.0,0.0,Dhoni
Mandeep Singh ,2018,1.0,1.0,0.0,Singh
Manish Pandey ,2021,1.0,1.0,0.0,Pandey
Manoj Tiwary ,2008,1.0,1.0,0.0,Tiwary
Manvinder  Bisla ,2011,1.0,1.0,0.0,Bisla
Martin Guptill ,2016,1.0,1.0,0.0,Guptill
Matthew Hayden ,2010,1.0,1.0,0.0,Hayden
Mayank Agarwal ,2013,1.0,1.0,0.0,Agarwal
Mayank Agarwal ,2022,1.0,1.0,0.0,Agarwal
Mayank Agarwal ,2023,1.0,1.0,0.0,Agarwal
Misbah-ul-Haq ,2008,1.0,1.0,0.0,
Mitchell Santner ,2019,1.0,1.0,0.0,Santner
Moeen Ali ,2018,1.0,1.0,0.0,Ali
Mohnish  Mishra ,2010,1.0,1.0,0.0,Mishra
Morne van Wyk ,2009,1.0,1.0,0.0,vanWyk
Murali Kartik ,2010,1.0,1.0,0.0,Kartik
Murali Vijay ,2014,1.0,1.0,0.0,Vijay
Naman Ojha ,2010,1.0,1.0,0.0,Ojha
Naman Ojha ,2015,1.0,1.0,0.0,Ojha
Naman Ojha ,2016,1.0,1.0,0.0,Ojha
Naman Ojha ,2017,1.0,1.0,0.0,Ojha
Narayan Jagadeesan ,2020,1.0,1.0,0.0,Jagadeesan
Narayan Jagadeesan ,2022,1.0,1.0,0.0,Jagadeesan
Nitish Rana ,2016,1.0,1.0,0.0,Rana
Nitish Rana ,2018,1.0,1.0,0.0,Rana
Paul Collingwood ,2010,1.0,1.0,0.0,Collingwood
Pawan Negi ,2015,1.0,1.0,0.0,Negi
Prithvi Shaw ,2018,1.0,1.0,0.0,Shaw
Quinton de Kock ,2015,1.0,1.0,0.0,deKock
Rahmanullah Gurbaz ,2023,1.0,1.0,0.0,Gurbaz
Rahul Tewatia ,2018,1.0,1.0,0.0,Tewatia
Rahul Tewatia ,2022,1.0,1.0,0.0,Tewatia
Rahul Tripathi ,2020,1.0,1.0,0.0,Tripathi
Rajagopal Sathish ,2013,1.0,1.0,0.0,Sathish
Rajat Bhatia ,2014,1.0,1.0,0.0,Bhatia
Rajat Bhatia ,2017,1.0,1.0,0.0,Bhatia
Rashid Khan ,2022,1.0,1.0,0.0,Khan
Rishi Dhawan ,2015,1.0,1.0,0.0,Dhawan
Riyan Parag ,2019,1.0,1.0,0.0,Parag
Robin Uthappa ,2009,1.0,1.0,0.0,Uthappa
Robin Uthappa ,2012,1.0,1.0,0.0,Uthappa
Robin Uthappa ,2017,1.0,1.0,0.0,Uthappa
Rohit Sharma ,2008,1.0,1.0,0.0,Sharma
Romario Shepherd ,2022,1.0,1.0,0.0,Shepherd
Ross Taylor ,2014,1.0,1.0,0.0,Taylor
S Badrinath ,2009,1.0,1.0,0.0,Badrinath
S Badrinath ,2012,1.0,1.0,0.0,Badrinath
S Badrinath ,2013,1.0,1.0,0.0,Badrinath
Sachin Baby ,2016,1.0,1.0,0.0,Baby
Sachin Tendulkar ,2010,1.0,1.0,0.0,Tendulkar
Sam Billings ,2016,1.0,1.0,0.0,Billings
Sanju Samson ,2019,1.0,1.0,0.0,Samson
Sanju Samson ,2021,1.0,1.0,0.0,Samson
Shane Watson ,2017,1.0,1.0,0.0,Watson
Shaun Marsh ,2013,1.0,1.0,0.0,Marsh
Shaun Marsh ,2016,1.0,1.0,0.0,Marsh
Shaun Marsh ,2017,1.0,1.0,0.0,Marsh
Shikhar Dhawan ,2010,1.0,1.0,0.0,Dhawan
Shikhar Dhawan ,2013,1.0,1.0,0.0,Dhawan
Shikhar Dhawan ,2018,1.0,1.0,0.0,Dhawan
Shikhar Dhawan ,2020,1.0,1.0,0.0,Dhawan
Shimron Hetmyer ,2020,1.0,1.0,0.0,Hetmyer
Shreyas Iyer ,2019,1.0,1.0,0.0,Iyer
Shreyas Iyer ,2021,1.0,1.0,0.0,Iyer
Shubman Gill ,2019,1.0,1.0,0.0,Gill
Shubman Gill ,2022,1.0,1.0,0.0,Gill
Steven Smith ,2021,1.0,1.0,0.0,Smith
Stuart Binny ,2018,1.0,1.0,0.0,Binny
Suryakumar Yadav ,2014,1.0,1.0,0.0,Yadav
Suryakumar Yadav ,2015,1.0,1.0,0.0,Yadav
Suryakumar Yadav ,2018,1.0,1.0,0.0,Yadav
Tim Southee ,2016,1.0,1.0,0.0,Southee
Travis Birt ,2011,1.0,1.0,0.0,Birt
Trent Boult ,2023,1.0,1.0,0.0,Boult
Umar Gul ,2008,1.0,1.0,0.0,Gul
VVS Laxman ,2010,1.0,1.0,0.0,Laxman
VVS Laxman ,2011,1.0,1.0,0.0,Laxman
Venkatesh Iyer ,2022,1.0,1.0,0.0,Iyer
Vijay Shankar ,2023,1.0,1.0,0.0,Shankar
Vinay Kumar ,2008,1.0,1.0,0.0,Kumar
Virat Kohli ,2019,1.0,1.0,0.0,Kohli
Virender Sehwag ,2012,1.0,1.0,0.0,Sehwag
Wanindu Hasaranga ,2022,1.0,1.0,0.0,Hasaranga
Washington Sundar ,2020,1.0,1.0,0.0,Sundar
Washington Sundar ,2022,1.0,1.0,0.0,Sundar
Wasim Jaffer ,2008,1.0,1.0,0.0,Jaffer
Wriddhiman Saha ,2014,1.0,1.0,0.0,Saha
Wriddhiman Saha ,2020,1.0,1.0,0.0,Saha
Wriddhiman Saha ,2022,1.0,1.0,0.0,Saha
Yashasvi Jaiswal ,2020,1.0,1.0,0.0,Jaiswal
Yogesh Takawale ,2008,1.0,1.0,0.0,Takawale
Yusuf Pathan ,2012,1.0,1.0,0.0,Pathan
Yuvraj Singh ,2014,1.0,1.0,0.0,Singh
