,id,venue_name,city,venue_id,toss_won,decision,pom,points,super_over,team1_overs,team2_overs,winner,team1_key_batters,team1_key_bowlers,team2_key_batters,team2_key_bowlers,date,description,team1,team2,team1_score,team1_runs,team1_wickets,team2_score,team2_runs,team2_wickets,result,live_score_link,match_overs_link,team1_pp_runs_scored,team1_middle_runs_scored,team1_death_runs_scored,team1_pp_run_rate,team1_middle_run_rate,team1_death_run_rate,team1_pp_wickets_lost,team1_middle_wickets_lost,team1_death_wickets_lost,team2_pp_runs_scored,team2_middle_runs_scored,team2_death_runs_scored,team2_pp_run_rate,team2_middle_run_rate,team2_death_run_rate,team2_pp_wickets_lost,team2_middle_wickets_lost,team2_death_wickets_lost,home_team,season,away_team
19,1359494,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,Delhi Capitals,BOWL FIRST,Virat Kohli,"Royal Challengers Bangalore 2, Delhi Capitals 0",False,20,20,RCB,"Virat Kohli , Mahipal Lomror ","Vijaykumar Vyshak, Mohammed Siraj","Manish Pandey , Anrich Nortje *","Kuldeep Yadav, Mitchell Marsh", April 15 2023,"20th Match (D/N), Bengaluru, April 15, 2023, Indian Premier League",RCB,DC,174/6,174,6,151/9,151,9,RCB won by 23 runs,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-delhi-capitals-20th-match-1359494/live-cricket-score,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-delhi-capitals-20th-match-1359494/match-overs-comparison,47,87,40,7.833333333333333,9.666666666666666,8.0,1,5,0,32,76,43,5.333333333333333,8.444444444444445,8.6,4,3,2,RCB,2023,DC
20,1359495,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow", Lucknow,1070094,Punjab Kings,BOWL FIRST,Sikandar Raza,"Punjab Kings 2, Lucknow Super Giants 0",False,20,19.3,PBKS,"KL Rahul , Kyle Mayers ","Yudhvir Singh, Ravi Bishnoi","Sikandar Raza , Matthew Short ","Sam Curran, Kagiso Rabada", April 15 2023,"21st Match (N), Lucknow, April 15, 2023, Indian Premier League",LSG,PBKS,159/8,159,8,161/8,161,8,Punjab Kings won by 2 wickets (with 3 balls remaining),/series/indian-premier-league-2023-1345038/lucknow-super-giants-vs-punjab-kings-21st-match-1359495/live-cricket-score,/series/indian-premier-league-2023-1345038/lucknow-super-giants-vs-punjab-kings-21st-match-1359495/match-overs-comparison,49,62,48,8.166666666666666,6.888888888888889,9.6,0,4,4,45,70,46,7.5,7.777777777777778,9.2,3,2,3,LSG,2023,PBKS
21,1359496,"Wankhede Stadium, Mumbai", Mumbai,58324,Mumbai Indians,BOWL FIRST,Venkatesh Iyer,"Mumbai Indians 2, Kolkata Knight Riders 0",False,20,17.4,MI,"Venkatesh Iyer , Andre Russell *","Suyash Sharma, Varun Chakravarthy","Ishan Kishan , Suryakumar Yadav ","Hrithik Shokeen, Piyush Chawla", April 16 2023,"22nd Match (D/N), Wankhede, April 16, 2023, Indian Premier League",KKR,MI,185/6,185,6,186/5,186,5,Mumbai won by 5 wickets (with 14 balls remaining),/series/indian-premier-league-2023-1345038/mumbai-indians-vs-kolkata-knight-riders-22nd-match-1359496/live-cricket-score,/series/indian-premier-league-2023-1345038/mumbai-indians-vs-kolkata-knight-riders-22nd-match-1359496/match-overs-comparison,57,83,45,9.5,9.222222222222221,9.0,2,2,2,72,91,23,12.0,10.11111111111111,7.666666666666667,1,2,2,MI,2023,KKR
22,1359497,"Narendra Modi Stadium, Ahmedabad", Ahmedabad,57851,Rajasthan Royals,BOWL FIRST,Shimron Hetmyer,"Rajasthan Royals 2, Gujarat Titans 0",False,20,19.2,RR,"David Miller , Shubman Gill ","Mohammed Shami, Rashid Khan","Sanju Samson , Shimron Hetmyer *","Sandeep Sharma, Adam Zampa", April 16 2023,"23rd Match (N), Ahmedabad, April 16, 2023, Indian Premier League",GT,RR,177/7,177,7,179/7,179,7,Royals won by 3 wickets (with 4 balls remaining),/series/indian-premier-league-2023-1345038/gujarat-titans-vs-rajasthan-royals-23rd-match-1359497/live-cricket-score,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-rajasthan-royals-23rd-match-1359497/match-overs-comparison,42,77,58,7.0,8.555555555555555,11.6,2,1,4,26,88,65,4.333333333333333,9.777777777777779,13.0,2,3,2,GT,2023,RR
23,1359498,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,Royal Challengers Bangalore,BOWL FIRST,Devon Conway,"Chennai Super Kings 2, Royal Challengers Bangalore 0",False,20,20,CSK,"Devon Conway , Shivam Dube ","Tushar Deshpande, Matheesha Pathirana","Glenn Maxwell , Faf du Plessis ","Mohammed Siraj, Glenn Maxwell", April 17 2023,"24th Match (N), Bengaluru, April 17, 2023, Indian Premier League",CSK,RCB,226/6,226,6,218/8,218,8,Super Kings won by 8 runs,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-chennai-super-kings-24th-match-1359498/live-cricket-score,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-chennai-super-kings-24th-match-1359498/match-overs-comparison,53,112,61,8.833333333333334,12.444444444444445,12.2,1,1,4,75,94,49,12.5,10.444444444444445,9.8,2,2,4,RCB,2023,CSK
24,1359499,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,Sunrisers Hyderabad,BOWL FIRST,Cameron Green,"Mumbai Indians 2, Sunrisers Hyderabad 0",False,20,19.5,MI,"Cameron Green *, Ishan Kishan ","Riley Meredith, Jason Behrendorff","Mayank Agarwal , Heinrich Klaasen ","Marco Jansen, Bhuvneshwar Kumar", April 18 2023,"25th Match (N), Hyderabad, April 18, 2023, Indian Premier League",MI,SRH,192/5,192,5,178,178,10,Mumbai won by 14 runs,/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-mumbai-indians-25th-match-1359499/live-cricket-score,/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-mumbai-indians-25th-match-1359499/match-overs-comparison,53,77,62,8.833333333333334,8.555555555555555,12.4,1,2,2,42,91,45,7.0,10.11111111111111,9.0,2,4,4,SRH,2023,MI
25,1359500,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,Rajasthan Royals,BOWL FIRST,Marcus Stoinis,"Lucknow Super Giants 2, Rajasthan Royals 0",False,20,20,LSG,"Kyle Mayers , KL Rahul ","Avesh Khan, Marcus Stoinis","Yashasvi Jaiswal , Jos Buttler ","Ravichandran Ashwin, Trent Boult", April 19 2023,"26th Match (N), Jaipur, April 19, 2023, Indian Premier League",LSG,RR,154/7,154,7,144/6,144,6,Super Giants won by 10 runs,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-lucknow-super-giants-26th-match-1359500/live-cricket-score,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-lucknow-super-giants-26th-match-1359500/match-overs-comparison,37,72,45,6.166666666666667,8.0,9.0,0,4,3,47,57,40,7.833333333333333,6.333333333333333,8.0,0,3,3,RR,2023,LSG
26,1359501,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh", Chandigarh,57991,Punjab Kings,BOWL FIRST,Mohammed Siraj,"Royal Challengers Bangalore 2, Punjab Kings 0",False,20,18.2,RCB,"Faf du Plessis , Virat Kohli ","Mohammed Siraj, Wanindu Hasaranga","Prabhsimran Singh , Jitesh Sharma ","Harpreet Brar, Arshdeep Singh", April 20 2023,"27th Match (D/N), Mohali, April 20, 2023, Indian Premier League",RCB,PBKS,174/4,174,4,150,150,10,RCB won by 24 runs,/series/indian-premier-league-2023-1345038/punjab-kings-vs-royal-challengers-bangalore-27th-match-1359501/live-cricket-score,/series/indian-premier-league-2023-1345038/punjab-kings-vs-royal-challengers-bangalore-27th-match-1359501/match-overs-comparison,59,71,44,9.833333333333334,7.888888888888889,8.8,0,0,4,49,76,25,8.166666666666666,8.444444444444445,6.25,4,3,3,KXIP,2023,PBKS
27,1359502,"Arun Jaitley Stadium, Delhi", Delhi,58040,Delhi Capitals,BOWL FIRST,Ishant Sharma,"Delhi Capitals 2, Kolkata Knight Riders 0",False,20,19.2,DC,"Jason Roy , Andre Russell *","Varun Chakravarthy, Nitish Rana","David Warner , Manish Pandey ","Axar Patel, Ishant Sharma", April 20 2023,"28th Match (N), Delhi, April 20, 2023, Indian Premier League",KKR,DC,127,127,10,128/6,128,6,Capitals won by 4 wickets (with 4 balls remaining),/series/indian-premier-league-2023-1345038/delhi-capitals-vs-kolkata-knight-riders-28th-match-1359502/live-cricket-score,/series/indian-premier-league-2023-1345038/delhi-capitals-vs-kolkata-knight-riders-28th-match-1359502/match-overs-comparison,35,59,33,5.833333333333333,6.555555555555555,6.6,3,5,2,61,43,24,10.166666666666666,4.777777777777778,4.8,1,3,2,DC,2023,KKR
28,1359503,"MA Chidambaram Stadium, Chepauk, Chennai", Chennai,58008,Chennai Super Kings,BOWL FIRST,Ravindra Jadeja,"Chennai Super Kings 2, Sunrisers Hyderabad 0",False,20,18.4,CSK,"Abhishek Sharma , Rahul Tripathi ","Mayank Markande, Bhuvneshwar Kumar","Devon Conway *, Ruturaj Gaikwad ","Ravindra Jadeja, Matheesha Pathirana", April 21 2023,"29th Match (N), Chennai, April 21, 2023, Indian Premier League",SRH,CSK,134/7,134,7,138/3,138,3,Super Kings won by 7 wickets (with 8 balls remaining),/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-sunrisers-hyderabad-29th-match-1359503/live-cricket-score,/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-sunrisers-hyderabad-29th-match-1359503/match-overs-comparison,45,57,32,7.5,6.333333333333333,6.4,1,4,2,60,51,27,10.0,5.666666666666667,6.75,0,2,1,CSK,2023,SRH
29,1359504,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow", Lucknow,1070094,Gujarat Titans,BAT FIRST,Mohit Sharma,"Gujarat Titans 2, Lucknow Super Giants 0",False,20,20,GT,"Hardik Pandya , Wriddhiman Saha ","Noor Ahmad, Mohit Sharma","KL Rahul , Kyle Mayers ","Krunal Pandya, Marcus Stoinis", April 22 2023,"30th Match (D/N), Lucknow, April 22, 2023, Indian Premier League",GT,LSG,135/6,135,6,128/7,128,7,Titans won by 7 runs,/series/indian-premier-league-2023-1345038/lucknow-super-giants-vs-gujarat-titans-30th-match-1359504/live-cricket-score,/series/indian-premier-league-2023-1345038/lucknow-super-giants-vs-gujarat-titans-30th-match-1359504/match-overs-comparison,40,52,43,6.666666666666667,5.777777777777778,8.6,1,3,2,53,53,22,8.833333333333334,5.888888888888889,4.4,0,2,5,LSG,2023,GT
30,1359505,"Wankhede Stadium, Mumbai", Mumbai,58324,Mumbai Indians,BOWL FIRST,Sam Curran,"Punjab Kings 2, Mumbai Indians 0",False,20,20,PBKS,"Sam Curran , Harpreet Singh ","Arshdeep Singh, Nathan Ellis","Cameron Green , Suryakumar Yadav ","Piyush Chawla, Cameron Green", April 22 2023,"31st Match (N), Wankhede, April 22, 2023, Indian Premier League",PBKS,MI,214/8,214,8,201/6,201,6,Punjab Kings won by 13 runs,/series/indian-premier-league-2023-1345038/mumbai-indians-vs-punjab-kings-31st-match-1359505/live-cricket-score,/series/indian-premier-league-2023-1345038/mumbai-indians-vs-punjab-kings-31st-match-1359505/match-overs-comparison,58,60,96,9.666666666666666,6.666666666666667,19.2,1,3,4,54,95,52,9.0,10.555555555555555,10.4,1,1,4,MI,2023,PBKS
31,1359506,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,Rajasthan Royals,BOWL FIRST,Glenn Maxwell,"Royal Challengers Bangalore 2, Rajasthan Royals 0",False,20,20,RCB,"Glenn Maxwell , Faf du Plessis ","Harshal Patel, David Willey","Devdutt Padikkal , Yashasvi Jaiswal ","Trent Boult, Sandeep Sharma", April 23 2023,"32nd Match (D/N), Bengaluru, April 23, 2023, Indian Premier League",RCB,RR,189/9,189,9,182/6,182,6,RCB won by 7 runs,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-rajasthan-royals-32nd-match-1359506/live-cricket-score,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-rajasthan-royals-32nd-match-1359506/match-overs-comparison,62,94,33,10.333333333333334,10.444444444444445,6.6,2,2,5,47,74,61,7.833333333333333,8.222222222222221,12.2,1,2,3,RCB,2023,RR
32,1359507,"Eden Gardens, Kolkata", Kolkata,57980,Kolkata Knight Riders,BOWL FIRST,Ajinkya Rahane,"Chennai Super Kings 2, Kolkata Knight Riders 0",False,20,20,CSK,"Ajinkya Rahane *, Devon Conway ","Maheesh Theekshana, Tushar Deshpande","Jason Roy , Rinku Singh *","Kulwant Khejroliya, Suyash Sharma", April 23 2023,"33rd Match (N), Eden Gardens, April 23, 2023, Indian Premier League",CSK,KKR,235/4,235,4,186/8,186,8,Super Kings won by 49 runs,/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-chennai-super-kings-33rd-match-1359507/live-cricket-score,/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-chennai-super-kings-33rd-match-1359507/match-overs-comparison,59,101,75,9.833333333333334,11.222222222222221,15.0,0,2,2,38,99,49,6.333333333333333,11.0,9.8,2,3,3,KKR,2023,CSK
33,1359508,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,Delhi Capitals,BAT FIRST,Axar Patel,"Delhi Capitals 2, Sunrisers Hyderabad 0",False,20,20,DC,"Manish Pandey , Axar Patel ","Axar Patel, Anrich Nortje","Mayank Agarwal , Heinrich Klaasen ","Washington Sundar, Bhuvneshwar Kumar", April 24 2023,"34th Match (N), Hyderabad, April 24, 2023, Indian Premier League",DC,SRH,144/9,144,9,137/6,137,6,Capitals won by 7 runs,/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-delhi-capitals-34th-match-1359508/live-cricket-score,/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-delhi-capitals-34th-match-1359508/match-overs-comparison,49,57,38,8.166666666666666,6.333333333333333,7.6,2,3,4,36,53,48,6.0,5.888888888888889,9.6,1,4,1,SRH,2023,DC
34,1359509,"Narendra Modi Stadium, Ahmedabad", Ahmedabad,57851,Mumbai Indians,BOWL FIRST,Abhinav Manohar,"Gujarat Titans 2, Mumbai Indians 0",False,20,20,GT,"Shubman Gill , David Miller ","Noor Ahmad, Rashid Khan","Nehal Wadhera , Cameron Green ","Piyush Chawla, Arjun Tendulkar", April 25 2023,"35th Match (N), Ahmedabad, April 25, 2023, Indian Premier League",GT,MI,207/6,207,6,152/9,152,9,Titans won by 55 runs,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-mumbai-indians-35th-match-1359509/live-cricket-score,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-mumbai-indians-35th-match-1359509/match-overs-comparison,50,80,77,8.333333333333334,8.88888888888889,15.4,1,3,2,29,83,40,4.833333333333333,9.222222222222221,8.0,1,5,3,GT,2023,MI
35,1359510,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,Royal Challengers Bangalore,BOWL FIRST,Varun Chakravarthy,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",False,20,20,KKR,"Jason Roy , Nitish Rana ","Varun Chakravarthy, Andre Russell","Virat Kohli , Mahipal Lomror ","Wanindu Hasaranga, Vijaykumar Vyshak", April 26 2023,"36th Match (N), Bengaluru, April 26, 2023, Indian Premier League",KKR,RCB,200/5,200,5,179/8,179,8,KKR won by 21 runs,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-kolkata-knight-riders-36th-match-1359510/live-cricket-score,/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-kolkata-knight-riders-36th-match-1359510/match-overs-comparison,66,65,69,11.0,7.222222222222222,13.8,0,2,3,58,80,41,9.666666666666666,8.88888888888889,8.2,3,3,2,RCB,2023,KKR
36,1359511,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,Rajasthan Royals,BAT FIRST,Yashasvi Jaiswal,"Rajasthan Royals 2, Chennai Super Kings 0",False,20,20,RR,"Yashasvi Jaiswal , Dhruv Jurel ","Adam Zampa, Ravichandran Ashwin","Shivam Dube , Ruturaj Gaikwad ","Tushar Deshpande, Maheesh Theekshana", April 27 2023,"37th Match (N), Jaipur, April 27, 2023, Indian Premier League",RR,CSK,202/5,202,5,170/6,170,6,Royals won by 32 runs,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-chennai-super-kings-37th-match-1359511/live-cricket-score,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-chennai-super-kings-37th-match-1359511/match-overs-comparison,,,,,,,,,,,,,,,,,,,RR,2023,CSK
37,1359512,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh", Chandigarh,57991,Punjab Kings,BOWL FIRST,Marcus Stoinis,"Lucknow Super Giants 2, Punjab Kings 0",False,20,19.5,LSG,"Marcus Stoinis , Kyle Mayers ","Yash Thakur, Naveen-ul-Haq","Atharva Taide , Sikandar Raza ","Kagiso Rabada, Sam Curran", April 28 2023,"38th Match (N), Mohali, April 28, 2023, Indian Premier League",LSG,PBKS,257/5,257,5,201,201,10,Super Giants won by 56 runs,/series/indian-premier-league-2023-1345038/punjab-kings-vs-lucknow-super-giants-38th-match-1359512/live-cricket-score,/series/indian-premier-league-2023-1345038/punjab-kings-vs-lucknow-super-giants-38th-match-1359512/match-overs-comparison,,,,,,,,,,,,,,,,,,,KXIP,2023,PBKS
38,1359513,"Eden Gardens, Kolkata", Kolkata,57980,Gujarat Titans,BOWL FIRST,Josh Little,"Gujarat Titans 2, Kolkata Knight Riders 0",False,20,17.5,GT,"Rahmanullah Gurbaz , Andre Russell ","Sunil Narine, Harshit Rana","Vijay Shankar *, Shubman Gill ","Mohammed Shami, Noor Ahmad", April 29 2023,"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",KKR,GT,179/7,179,7,180/3,180,3,Titans won by 7 wickets (with 13 balls remaining),/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-gujarat-titans-39th-match-1359513/live-cricket-score,/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-gujarat-titans-39th-match-1359513/match-overs-comparison,61,73,45,10.166666666666666,8.11111111111111,9.0,2,2,3,52,77,51,8.666666666666666,8.555555555555555,17.0,1,2,0,KKR,2023,GT
39,1359514,"Arun Jaitley Stadium, Delhi", Delhi,58040,Sunrisers Hyderabad,BAT FIRST,Mitchell Marsh,"Sunrisers Hyderabad 2, Delhi Capitals 0",False,20,20,SRH,"Abhishek Sharma , Heinrich Klaasen *","Mayank Markande, T Natarajan","Mitchell Marsh , Phil Salt ","Mitchell Marsh, Axar Patel", April 29 2023,"40th Match (N), Delhi, April 29, 2023, Indian Premier League",SRH,DC,197/6,197,6,188/6,188,6,Sunrisers won by 9 runs,/series/indian-premier-league-2023-1345038/delhi-capitals-vs-sunrisers-hyderabad-40th-match-1359514/live-cricket-score,/series/indian-premier-league-2023-1345038/delhi-capitals-vs-sunrisers-hyderabad-40th-match-1359514/match-overs-comparison,62,73,62,10.333333333333334,8.11111111111111,12.4,2,3,1,57,81,50,9.5,9.0,10.0,1,3,2,DC,2023,SRH
