,id,venue_name,city,venue_id,toss_won,decision,pom,points,super_over,team1_overs,team2_overs,winner,team1_key_batters,team1_key_bowlers,team2_key_batters,team2_key_bowlers,date,description,team1,team2,team1_score,team1_runs,team1_wickets,team2_score,team2_runs,team2_wickets,result,live_score_link,match_overs_link,team1_pp_runs_scored,team1_middle_runs_scored,team1_death_runs_scored,team1_pp_run_rate,team1_middle_run_rate,team1_death_run_rate,team1_pp_wickets_lost,team1_middle_wickets_lost,team1_death_wickets_lost,team2_pp_runs_scored,team2_middle_runs_scored,team2_death_runs_scored,team2_pp_run_rate,team2_middle_run_rate,team2_death_run_rate,team2_pp_wickets_lost,team2_middle_wickets_lost,team2_death_wickets_lost,home_team,season,away_team
40,1359515,"MA Chidambaram Stadium, Chepauk, Chennai", Chennai,58008,Chennai Super Kings,BAT FIRST,Devon Conway,"Punjab Kings 2, Chennai Super Kings 0",False,20,20,PBKS,"Devon Conway *, Ruturaj Gaikwad ","Tushar Deshpande, Ravindra Jadeja","Prabhsimran Singh , Liam Livingstone ","Rahul Chahar, Arshdeep Singh", April 30 2023,"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",CSK,PBKS,200/4,200,4,201/6,201,6,Punjab Kings won by 4 wickets (with 0 balls remaining),/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-punjab-kings-41st-match-1359515/live-cricket-score,/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-punjab-kings-41st-match-1359515/match-overs-comparison,57,89,54,9.5,9.88888888888889,10.8,0,2,2,62,67,72,10.333333333333334,7.444444444444445,14.4,1,2,3,CSK,2023,PBKS
41,1359516,"Wankhede Stadium, Mumbai", Mumbai,58324,Rajasthan Royals,BAT FIRST,Yashasvi Jaiswal,"Mumbai Indians 2, Rajasthan Royals 0",False,20,19.3,MI,"Yashasvi Jaiswal , Jos Buttler ","Ravichandran Ashwin, Sandeep Sharma","Suryakumar Yadav , Tim David *","Arshad Khan, Piyush Chawla", April 30 2023,"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",RR,MI,212/7,212,7,214/4,214,4,Mumbai won by 6 wickets (with 3 balls remaining),/series/indian-premier-league-2023-1345038/mumbai-indians-vs-rajasthan-royals-42nd-match-1359516/live-cricket-score,/series/indian-premier-league-2023-1345038/mumbai-indians-vs-rajasthan-royals-42nd-match-1359516/match-overs-comparison,65,78,69,10.833333333333334,8.666666666666666,13.8,0,4,3,58,92,64,9.666666666666666,10.222222222222221,12.8,1,2,1,MI,2023,RR
42,1359517,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow", Lucknow,1070094,Royal Challengers Bangalore,BAT FIRST,Faf du Plessis,"Royal Challengers Bangalore 2, Lucknow Super Giants 0",False,20,19.5,RCB,"Faf du Plessis , Virat Kohli ","Josh Hazlewood, Karn Sharma","Krishnappa Gowtham , Amit Mishra ","Naveen-ul-Haq, Ravi Bishnoi", May 01 2023,"43rd Match (N), Lucknow, May 01, 2023, Indian Premier League",RCB,LSG,126/9,126,9,108,108,10,RCB won by 18 runs,/series/indian-premier-league-2023-1345038/lucknow-super-giants-vs-royal-challengers-bangalore-43rd-match-1359517/live-cricket-score,/series/indian-premier-league-2023-1345038/lucknow-super-giants-vs-royal-challengers-bangalore-43rd-match-1359517/match-overs-comparison,42,50,34,7.0,5.555555555555555,6.8,0,4,5,34,44,30,5.666666666666667,4.888888888888889,6.0,4,4,2,LSG,2023,RCB
43,1359518,"Narendra Modi Stadium, Ahmedabad", Ahmedabad,57851,Delhi Capitals,BAT FIRST,Mohammed Shami,"Delhi Capitals 2, Gujarat Titans 0",False,20,20,DC,"Aman Hakim Khan , Axar Patel ","Ishant Sharma, Khaleel Ahmed","Hardik Pandya *, Abhinav Manohar ","Mohammed Shami, Mohit Sharma", May 02 2023,"44th Match (N), Ahmedabad, May 02, 2023, Indian Premier League",DC,GT,130/8,130,8,125/6,125,6,Capitals won by 5 runs,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-delhi-capitals-44th-match-1359518/live-cricket-score,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-delhi-capitals-44th-match-1359518/match-overs-comparison,28,50,52,4.666666666666667,5.555555555555555,10.4,5,1,2,31,48,46,5.166666666666667,5.333333333333333,9.2,3,1,2,GT,2023,DC
44,1359520,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh", Chandigarh,57991,Mumbai Indians,BOWL FIRST,Ishan Kishan,"Mumbai Indians 2, Punjab Kings 0",False,20,18.5,MI,"Liam Livingstone *, Jitesh Sharma *","Nathan Ellis, Rishi Dhawan","Ishan Kishan , Suryakumar Yadav ","Piyush Chawla, Arshad Khan", May 03 2023,"46th Match (N), Mohali, May 03, 2023, Indian Premier League",PBKS,MI,214/3,214,3,216/4,216,4,Mumbai won by 6 wickets (with 7 balls remaining),/series/indian-premier-league-2023-1345038/punjab-kings-vs-mumbai-indians-46th-match-1359520/live-cricket-score,/series/indian-premier-league-2023-1345038/punjab-kings-vs-mumbai-indians-46th-match-1359520/match-overs-comparison,50,95,69,8.333333333333334,10.555555555555555,13.8,1,2,0,54,116,46,9.0,12.88888888888889,11.5,2,0,2,KXIP,2023,MI
45,1359521,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,Kolkata Knight Riders,BAT FIRST,Varun Chakravarthy,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",False,20,20,KKR,"Rinku Singh , Nitish Rana ","Shardul Thakur, Vaibhav Arora","Aiden Markram , Heinrich Klaasen ","T Natarajan, Marco Jansen", May 04 2023,"47th Match (N), Hyderabad, May 04, 2023, Indian Premier League",KKR,SRH,171/9,171,9,166/8,166,8,KKR won by 5 runs,/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-kolkata-knight-riders-47th-match-1359521/live-cricket-score,/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-kolkata-knight-riders-47th-match-1359521/match-overs-comparison,49,80,42,8.166666666666666,8.88888888888889,8.4,3,2,4,53,81,32,8.833333333333334,9.0,6.4,3,2,3,SRH,2023,KKR
46,1359522,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,Rajasthan Royals,BAT FIRST,Rashid Khan,"Gujarat Titans 2, Rajasthan Royals 0",False,17.5,13.5,GT,"Sanju Samson , Trent Boult ","Yuzvendra Chahal, Sandeep Sharma","Wriddhiman Saha *, Hardik Pandya *","Rashid Khan, Noor Ahmad", May 05 2023,"48th Match (N), Jaipur, May 05, 2023, Indian Premier League",RR,GT,118,118,10,119/1,119,1,Titans won by 9 wickets (with 37 balls remaining),/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-gujarat-titans-48th-match-1359522/live-cricket-score,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-gujarat-titans-48th-match-1359522/match-overs-comparison,50,50,18,8.333333333333334,5.555555555555555,0.0,2,6,2,49,70,0,8.166666666666666,8.75,0.0,0,1,0,RR,2023,GT
47,1359523,"MA Chidambaram Stadium, Chepauk, Chennai", Chennai,58008,Chennai Super Kings,BOWL FIRST,Matheesha Pathirana,"Chennai Super Kings 2, Mumbai Indians 0",False,20,17.4,CSK,"Nehal Wadhera , Suryakumar Yadav ","Piyush Chawla, Akash Madhwal","Devon Conway , Ruturaj Gaikwad ","Matheesha Pathirana, Deepak Chahar", May 06 2023,"49th Match (D/N), Chennai, May 06, 2023, Indian Premier League",MI,CSK,139/8,139,8,140/4,140,4,Super Kings won by 6 wickets (with 14 balls remaining),/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-mumbai-indians-49th-match-1359523/live-cricket-score,/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-mumbai-indians-49th-match-1359523/match-overs-comparison,34,59,46,5.666666666666667,6.555555555555555,9.2,3,1,4,55,68,17,9.166666666666666,7.555555555555555,5.666666666666667,1,2,1,CSK,2023,MI
48,1359524,"Arun Jaitley Stadium, Delhi", Delhi,58040,Royal Challengers Bangalore,BAT FIRST,Phil Salt,"Delhi Capitals 2, Royal Challengers Bangalore 0",False,20,16.4,DC,"Virat Kohli , Mahipal Lomror *","Josh Hazlewood, Karn Sharma","Phil Salt , Rilee Rossouw *","Mitchell Marsh, Mukesh Kumar", May 06 2023,"50th Match (N), Delhi, May 06, 2023, Indian Premier League",RCB,DC,181/4,181,4,187/3,187,3,Capitals won by 7 wickets (with 20 balls remaining),/series/indian-premier-league-2023-1345038/delhi-capitals-vs-royal-challengers-bangalore-50th-match-1359524/live-cricket-score,/series/indian-premier-league-2023-1345038/delhi-capitals-vs-royal-challengers-bangalore-50th-match-1359524/match-overs-comparison,51,75,55,8.5,8.333333333333334,11.0,0,2,2,70,96,21,11.666666666666666,10.666666666666666,10.5,1,1,1,DC,2023,RCB
49,1359525,"Narendra Modi Stadium, Ahmedabad", Ahmedabad,57851,Lucknow Super Giants,BOWL FIRST,Shubman Gill,"Gujarat Titans 2, Lucknow Super Giants 0",False,20,20,GT,"Shubman Gill *, Wriddhiman Saha ","Mohit Sharma, Noor Ahmad","Quinton de Kock , Kyle Mayers ","Avesh Khan, Mohsin Khan", May 07 2023,"51st Match (D/N), Ahmedabad, May 07, 2023, Indian Premier League",GT,LSG,227/2,227,2,171/7,171,7,Titans won by 56 runs,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-lucknow-super-giants-51st-match-1359525/live-cricket-score,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-lucknow-super-giants-51st-match-1359525/match-overs-comparison,78,98,51,13.0,10.88888888888889,10.2,0,1,1,72,58,41,12.0,6.444444444444445,8.2,0,3,4,GT,2023,LSG
50,1359526,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,Rajasthan Royals,BAT FIRST,Glenn Phillips,"Sunrisers Hyderabad 2, Rajasthan Royals 0",False,20,20,SRH,"Jos Buttler , Sanju Samson *","Yuzvendra Chahal, Ravichandran Ashwin","Abhishek Sharma , Rahul Tripathi ","Bhuvneshwar Kumar, Marco Jansen", May 07 2023,"52nd Match (N), Jaipur, May 07, 2023, Indian Premier League",RR,SRH,214/2,214,2,217/6,217,6,Sunrisers won by 4 wickets (with 0 balls remaining),/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-sunrisers-hyderabad-52nd-match-1359526/live-cricket-score,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-sunrisers-hyderabad-52nd-match-1359526/match-overs-comparison,61,93,60,10.166666666666666,10.333333333333334,12.0,1,0,1,52,94,71,8.666666666666666,10.444444444444445,14.2,1,1,4,RR,2023,SRH
51,1359527,"Eden Gardens, Kolkata", Kolkata,57980,Punjab Kings,BAT FIRST,Andre Russell,"Kolkata Knight Riders 2, Punjab Kings 0",False,20,20,KKR,"Shikhar Dhawan , M Shahrukh Khan *","Rahul Chahar, Harpreet Brar","Nitish Rana , Andre Russell ","Varun Chakravarthy, Harshit Rana", May 08 2023,"53rd Match (N), Eden Gardens, May 08, 2023, Indian Premier League",PBKS,KKR,179/7,179,7,182/5,182,5,KKR won by 5 wickets (with 0 balls remaining),/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-punjab-kings-53rd-match-1359527/live-cricket-score,/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-punjab-kings-53rd-match-1359527/match-overs-comparison,58,66,55,9.666666666666666,7.333333333333333,11.0,3,2,2,52,70,60,8.666666666666666,7.777777777777778,12.0,1,2,2,KKR,2023,PBKS
52,1359528,"Wankhede Stadium, Mumbai", Mumbai,58324,Mumbai Indians,BOWL FIRST,Suryakumar Yadav,"Mumbai Indians 2, Royal Challengers Bangalore 0",False,20,16.3,MI,"Glenn Maxwell , Faf du Plessis ","Vijaykumar Vyshak, Wanindu Hasaranga","Suryakumar Yadav , Nehal Wadhera *","Jason Behrendorff, Cameron Green", May 09 2023,"54th Match (N), Wankhede, May 09, 2023, Indian Premier League",RCB,MI,199/6,199,6,200/4,200,4,Mumbai won by 6 wickets (with 21 balls remaining),/series/indian-premier-league-2023-1345038/mumbai-indians-vs-royal-challengers-bangalore-54th-match-1359528/live-cricket-score,/series/indian-premier-league-2023-1345038/mumbai-indians-vs-royal-challengers-bangalore-54th-match-1359528/match-overs-comparison,56,96,47,9.333333333333334,10.666666666666666,9.4,2,3,1,62,112,26,10.333333333333334,12.444444444444445,13.0,2,0,2,MI,2023,RCB
53,1359529,"MA Chidambaram Stadium, Chepauk, Chennai", Chennai,58008,Chennai Super Kings,BAT FIRST,Ravindra Jadeja,"Chennai Super Kings 2, Delhi Capitals 0",False,20,20,CSK,"Shivam Dube , Ruturaj Gaikwad ","Matheesha Pathirana, Deepak Chahar","Rilee Rossouw , Manish Pandey ","Mitchell Marsh, Axar Patel", May 10 2023,"55th Match (N), Chennai, May 10, 2023, Indian Premier League",CSK,DC,167/8,167,8,140/8,140,8,Super Kings won by 27 runs,/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-delhi-capitals-55th-match-1359529/live-cricket-score,/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-delhi-capitals-55th-match-1359529/match-overs-comparison,49,68,50,8.166666666666666,7.555555555555555,10.0,1,4,3,47,44,49,7.833333333333333,4.888888888888889,9.8,3,2,3,CSK,2023,DC
54,1359530,"Eden Gardens, Kolkata", Kolkata,57980,Rajasthan Royals,BOWL FIRST,Yashasvi Jaiswal,"Rajasthan Royals 2, Kolkata Knight Riders 0",False,20,13.1,RR,"Venkatesh Iyer , Nitish Rana ","Sunil Narine, Suyash Sharma","Yashasvi Jaiswal *, Sanju Samson *","Yuzvendra Chahal, Trent Boult", May 11 2023,"56th Match (N), Eden Gardens, May 11, 2023, Indian Premier League",KKR,RR,149/8,149,8,151/1,151,1,Royals won by 9 wickets (with 41 balls remaining),/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-rajasthan-royals-56th-match-1359530/live-cricket-score,/series/indian-premier-league-2023-1345038/kolkata-knight-riders-vs-rajasthan-royals-56th-match-1359530/match-overs-comparison,37,79,33,6.166666666666667,8.777777777777779,0.0,2,2,4,78,73,0,13.0,9.125,0.0,1,0,0,KKR,2023,RR
55,1359531,"Wankhede Stadium, Mumbai", Mumbai,58324,Gujarat Titans,BOWL FIRST,Suryakumar Yadav,"Mumbai Indians 2, Gujarat Titans 0",False,20,20,MI,"Suryakumar Yadav *, Ishan Kishan ","Akash Madhwal, Piyush Chawla","Rashid Khan *, David Miller ","Rashid Khan, Mohit Sharma", May 12 2023,"57th Match (N), Wankhede, May 12, 2023, Indian Premier League",MI,GT,218/5,218,5,191/8,191,8,Mumbai won by 27 runs,/series/indian-premier-league-2023-1345038/mumbai-indians-vs-gujarat-titans-57th-match-1359531/live-cricket-score,/series/indian-premier-league-2023-1345038/mumbai-indians-vs-gujarat-titans-57th-match-1359531/match-overs-comparison,61,90,67,10.166666666666666,10.0,13.4,0,3,2,48,82,61,8.0,9.11111111111111,12.2,3,5,0,MI,2023,GT
56,1359532,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,Sunrisers Hyderabad,BAT FIRST,Prerak Mankad,"Lucknow Super Giants 2, Sunrisers Hyderabad 0",False,20,19.2,LSG,"Heinrich Klaasen , Abdul Samad *","Glenn Phillips, Mayank Markande","Prerak Mankad *, Nicholas Pooran *","Krunal Pandya, Yash Thakur", May 13 2023,"58th Match (D/N), Hyderabad, May 13, 2023, Indian Premier League",SRH,LSG,182/6,182,6,185/3,185,3,Super Giants won by 7 wickets (with 4 balls remaining),/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-lucknow-super-giants-58th-match-1359532/live-cricket-score,/series/indian-premier-league-2023-1345038/sunrisers-hyderabad-vs-lucknow-super-giants-58th-match-1359532/match-overs-comparison,56,74,52,9.333333333333334,8.222222222222221,10.4,2,3,1,30,84,71,5.0,9.333333333333334,14.2,1,1,1,SRH,2023,LSG
57,1359533,"Arun Jaitley Stadium, Delhi", Delhi,58040,Delhi Capitals,BOWL FIRST,Prabhsimran Singh,"Punjab Kings 2, Delhi Capitals 0",False,20,20,PBKS,"Prabhsimran Singh , Sam Curran ","Harpreet Brar, Rahul Chahar","David Warner , Phil Salt ","Ishant Sharma, Mukesh Kumar", May 13 2023,"59th Match (N), Delhi, May 13, 2023, Indian Premier League",PBKS,DC,167/7,167,7,136/8,136,8,Punjab Kings won by 31 runs,/series/indian-premier-league-2023-1345038/delhi-capitals-vs-punjab-kings-59th-match-1359533/live-cricket-score,/series/indian-premier-league-2023-1345038/delhi-capitals-vs-punjab-kings-59th-match-1359533/match-overs-comparison,46,71,50,7.666666666666667,7.888888888888889,10.0,3,1,3,65,50,21,10.833333333333334,5.555555555555555,4.2,0,6,2,DC,2023,PBKS
58,1359534,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,Royal Challengers Bangalore,BAT FIRST,Wayne Parnell,"Royal Challengers Bangalore 2, Rajasthan Royals 0",False,20,10.3,RCB,"Faf du Plessis , Glenn Maxwell ","Wayne Parnell, Michael Bracewell","Shimron Hetmyer , Joe Root ","Adam Zampa, KM Asif", May 14 2023,"60th Match (D/N), Jaipur, May 14, 2023, Indian Premier League",RCB,RR,171/5,171,5,59,59,10,RCB won by 112 runs,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-royal-challengers-bangalore-60th-match-1359534/live-cricket-score,/series/indian-premier-league-2023-1345038/rajasthan-royals-vs-royal-challengers-bangalore-60th-match-1359534/match-overs-comparison,42,78,51,7.0,8.666666666666666,0.0,0,2,3,28,31,0,4.666666666666667,6.2,0.0,5,5,0,RR,2023,RCB
59,1359535,"MA Chidambaram Stadium, Chepauk, Chennai", Chennai,58008,Chennai Super Kings,BAT FIRST,Rinku Singh,"Kolkata Knight Riders 2, Chennai Super Kings 0",False,20,18.3,KKR,"Shivam Dube *, Devon Conway ","Deepak Chahar, Tushar Deshpande","Nitish Rana *, Rinku Singh ","Sunil Narine, Varun Chakravarthy", May 14 2023,"61st Match (N), Chennai, May 14, 2023, Indian Premier League",CSK,KKR,144/6,144,6,147/4,147,4,KKR won by 6 wickets (with 9 balls remaining),/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-kolkata-knight-riders-61st-match-1359535/live-cricket-score,/series/indian-premier-league-2023-1345038/chennai-super-kings-vs-kolkata-knight-riders-61st-match-1359535/match-overs-comparison,52,40,52,8.666666666666666,4.444444444444445,10.4,1,4,1,46,71,30,7.666666666666667,7.888888888888889,7.5,3,0,1,CSK,2023,KKR
60,1359536,"Narendra Modi Stadium, Ahmedabad", Ahmedabad,57851,Sunrisers Hyderabad,BOWL FIRST,Shubman Gill,"Gujarat Titans 2, Sunrisers Hyderabad 0",False,20,20,GT,"Shubman Gill , Sai Sudharsan ","Mohammed Shami, Mohit Sharma","Heinrich Klaasen , Bhuvneshwar Kumar ","Bhuvneshwar Kumar, T Natarajan", May 15 2023,"62nd Match (N), Ahmedabad, May 15, 2023, Indian Premier League",GT,SRH,188/9,188,9,154/9,154,9,Titans won by 34 runs,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-sunrisers-hyderabad-62nd-match-1359536/live-cricket-score,/series/indian-premier-league-2023-1345038/gujarat-titans-vs-sunrisers-hyderabad-62nd-match-1359536/match-overs-comparison,65,89,34,10.833333333333334,9.88888888888889,6.8,1,1,7,45,66,43,7.5,7.333333333333333,8.6,4,3,2,GT,2023,SRH
61,1359538,"Himachal Pradesh Cricket Association Stadium, Dharamsala", Dharamsala,58056,Punjab Kings,BOWL FIRST,Rilee Rossouw,"Delhi Capitals 2, Punjab Kings 0",False,20,20,DC,"Rilee Rossouw *, Prithvi Shaw ","Anrich Nortje, Ishant Sharma","Liam Livingstone , Atharva Taide ","Sam Curran, Rahul Chahar", May 17 2023,"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",DC,PBKS,213/2,213,2,198/8,198,8,Capitals won by 15 runs,/series/indian-premier-league-2023-1345038/punjab-kings-vs-delhi-capitals-64th-match-1359538/live-cricket-score,/series/indian-premier-league-2023-1345038/punjab-kings-vs-delhi-capitals-64th-match-1359538/match-overs-comparison,61,87,65,10.166666666666666,9.666666666666666,13.0,0,2,0,47,81,70,7.833333333333333,9.0,14.0,1,2,5,KXIP,2023,PBKS
